n_number,serial_number,mfr_mdl_code,mfr,model,model_family,is_production_model,year_mfr,type_registrant,state,region,country,last_action_date,cert_issue_date,airworth_date,type_aircraft,type_engine,status_code,fract_owner
45WT,3709,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2010,7,KY,3,US,20230707,20190109,20101209,4,1,V,
45ZT,9516,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,3,FL,7,US,20250710,20250710,20231115,4,1,V,
460CA,10352,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,CA,4,US,20250107,20250107,20241126,4,1,V,
460LA,11159,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2026,7,CA,4,US,20260429,20260429,20260130,4,1,V,
460SR,3093,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,1,GA,7,US,20251209,20251121,20251209,4,1,V,
460SU,8669,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2022,7,OK,2,US,20230929,20230105,20220607,4,1,V,
461CA,10963,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,CA,4,US,20251211,20251211,20250930,4,1,V,
461CB,0141,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2019,7,TX,2,US,20250822,20250822,20190905,4,5,V,
461CD,1189,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,7,MN,C,US,20230930,20060427,20041124,4,1,V,
461E,2717,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2007,7,MO,3,US,20250904,20250904,20070927,4,1,V,
461MG,2261,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2021,7,CO,S,US,20230818,20230818,20210218,4,1,V,
461P,9293,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2023,3,NY,1,US,20230904,20230904,20230615,4,1,V,
461SR,2604,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2007,4,CA,4,US,20231009,20230916,20070713,4,1,V,
4620,0411,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2022,3,PA,1,US,20230614,20230614,20221213,4,5,V,
462BG,0080,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2018,7,SC,7,US,20230728,20220429,20181019,4,5,V,
462CA,2462,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2021,7,OK,2,US,20250516,20250516,20211204,4,1,V,
462CD,1546,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,7,NC,1,US,20241206,20241206,20080313,4,1,V,
462CP,3275,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,4,MI,C,US,20230526,20150724,20080922,4,1,V,
462DL,10961,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,AR,2,US,20251105,20251105,20250926,4,1,V,
462HS,0775,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2003,7,LA,2,US,20230712,20230712,20031218,4,1,V,
462PT,4282,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2015,7,GA,7,US,20230610,20210921,20151208,4,1,V,
462PW,9858,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2024,1,CT,E,US,20251029,20240513,20240404,4,1,V,
462TJ,1919,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2019,4,OK,2,US,20240615,20240615,20190514,4,1,V,
463DP,10152,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,TN,3,US,20241003,20241003,20240818,4,1,V,
463KJ,8605,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2022,7,IN,C,US,20230909,20221031,20220413,4,1,V,
464AC,1816,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,,7,TN,3,US,20230915,20191119,20070723,4,1,V,
464CD,1495,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,,7,TX,2,US,20231115,20231115,20050308,4,1,V,
464KB,1786,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2018,7,CA,4,US,20230728,20190425,20180910,4,1,V,
464M,0221,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2002,4,TX,2,US,20230922,20131213,20020518,4,1,V,
464MG,2729,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2021,7,AL,7,US,20250728,20250728,20210716,4,1,V,
464MW,8593,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2022,3,DE,1,US,20260128,20260128,20220411,4,1,V,
464PC,1208,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,1,GA,7,US,20230930,20170103,20041213,4,1,V,
464WH,1928,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2019,7,CA,4,US,20260422,20260206,20190529,4,1,V,
4652C,0583,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2024,3,MN,C,US,20250914,20250609,20240925,4,5,V,
465CP,3279,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,7,TX,2,US,20241106,20241106,20080929,4,1,V,
465J,0157,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2011,7,,,,20230817,20230817,20110603,4,1,V,
465KJ,10663,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,1,MI,C,US,20250528,20250527,20250509,4,1,V,
465TX,2073,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2020,7,TX,2,US,20251224,20251224,20200211,4,1,V,
465TY,11494,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,,8,MN,C,US,20260414,,,4,1,M,
466AM,1530,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2005,7,OR,S,US,20230124,20230124,20050608,4,1,V,
466AV,8959,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2022,7,AZ,4,US,20230325,20230325,20221221,4,1,V,
466CD,1466,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,7,TN,3,US,20240306,20240306,20050601,4,1,V,
466CE,0999,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,7,FL,7,US,20241115,20241115,20040630,4,1,V,
466MP,0852,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,7,GA,7,US,20230512,20150512,20040325,4,1,V,
466T,9846,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,MO,3,US,20240426,20240426,20240321,4,1,V,
467CA,2369,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2017,7,AZ,4,US,20250103,20250103,20170822,4,1,V,
467CC,8619,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2022,7,TN,3,US,20240124,20240124,20220425,4,1,V,
467CD,1439,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,7,TX,2,US,20230718,20220207,20050513,4,1,V,
467WF,9840,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,NC,1,US,20240515,20240515,20240319,4,1,V,
468AV,9083,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2023,7,AZ,4,US,20230425,20230425,20230203,4,1,V,
468BB,1264,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,,7,NV,4,US,20241023,20230510,20021001,4,1,V,
468CD,3338,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,7,MD,1,US,20231020,20200427,20081216,4,1,V,
468CV,0012,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2017,7,DE,1,US,20231110,20231110,20170629,4,5,V,
468GT,3199,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,7,OR,S,US,20230718,20160229,20080814,4,1,V,
468JP,1261,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2002,1,NY,1,US,20230616,20021029,20021001,4,1,V,
468KA,8576,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2022,7,FL,7,US,20250119,20250119,20220322,4,1,V,
468KC,10639,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,UT,S,US,20260214,20260214,20250502,4,1,V,
468LA,10766,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2025,7,CA,4,US,20250822,20250822,20250628,4,1,V,
468MB,3679,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2010,7,DE,1,US,20241109,20220518,20100630,4,1,V,
468MR,3559,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2009,7,DE,1,US,20230707,20130104,20091202,4,1,V,
468PR,1661,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2006,7,NC,1,US,20250117,20250117,20060522,4,1,V,
468SE,1161,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2015,7,FL,7,US,20230414,20210114,20151005,4,1,V,
469AL,4389,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2016,7,NE,3,US,20241011,20200416,20160906,4,1,V,
469AV,9084,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2023,7,AZ,4,US,20230425,20230425,20230204,4,1,V,
469BC,0058,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2018,7,FL,7,US,20251014,20251014,20180613,4,5,V,
469CD,1555,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,7,MS,2,US,20251028,20251028,20050805,4,1,V,
469CP,3277,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,7,CA,4,US,20250305,20210426,20080923,4,1,V,
469FD,10469,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2025,8,MN,C,US,20250613,20250613,20250218,4,1,V,
469GB,4234,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2015,1,FL,7,US,20260422,,20150817,4,1,7,
469H,1333,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,3,ND,C,US,20240228,20220416,20050228,4,1,V,
469JG,2100,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2020,7,FL,7,US,20230915,20221117,20200326,4,1,V,
469M,0464,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2023,7,MA,E,US,20230812,20230812,20230619,4,5,V,
469ME,0385,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2022,7,CA,4,US,20230215,20230215,20220921,4,5,V,
469SR,2107,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2006,7,OH,C,US,20230122,20100521,20060831,4,1,V,
469SY,10015,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,3,DE,1,US,20240708,20240708,20240627,4,1,V,
46CN,9646,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,7,UT,S,US,20250925,20250925,20231226,4,1,V,
46JG,8814,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2022,7,PA,1,US,20260715,20260715,20220919,4,1,V,
46KV,5130,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2021,7,TX,2,US,20250609,20220514,20211216,4,1,V,
46MV,2275,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2021,7,FL,7,US,20260714,20250728,20210308,4,1,V,
46TE,1694,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,7,MO,3,US,20230401,20171115,20051122,4,1,V,
46TR,0043,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2010,7,WI,C,US,20240627,20230217,20101124,4,1,V,
46VU,2444,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2018,5,IN,C,US,20230526,20180716,20180516,4,1,V,
46ZE,1790,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2018,3,NV,4,US,20230707,20190102,20180911,4,1,V,
470AV,9085,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2023,7,AZ,4,US,20230501,20230501,20230214,4,1,V,
470CD,1611,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,7,PA,1,US,20230722,20160322,20050926,4,1,V,
470DA,1786,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2007,3,FL,7,US,20230922,20161221,20070321,4,1,V,
470ST,10545,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2025,7,GA,7,US,20250409,20250409,20250311,4,1,V,
470SU,8670,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2022,7,OK,2,US,20230929,20230105,20220602,4,1,V,
471AV,9086,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2023,7,AZ,4,US,20230501,20230501,20230215,4,1,V,
471DA,1787,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2007,3,FL,7,US,20230922,20161221,20070521,4,1,V,
471FD,10471,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2025,8,MN,C,US,20250228,20250228,20250130,4,1,V,
471TT,2061,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2010,7,IN,C,US,20230909,20101020,20100817,4,1,V,
471WM,3801,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2011,4,,,,20230519,20150602,20111013,4,1,V,
472AG,2408,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2021,4,IN,C,US,20230707,20220129,20211007,4,1,V,
472CD,1197,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,1,NY,1,US,20230616,20211021,20041129,4,1,V,
472DA,1788,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2007,7,DE,1,US,20251113,20251113,20070328,4,1,V,
472DV,9836,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,3,DE,1,US,20250715,20250715,20240405,4,1,V,
472JJ,1889,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2019,8,TN,3,US,20230406,20200331,20190326,4,1,V,
472KE,4781,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2019,7,CA,4,US,20240902,20240902,20190506,4,1,V,
472MB,10166,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2024,4,TX,2,US,20241024,20241024,20240825,4,1,V,
472PL,11133,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2026,3,CA,4,US,20260318,20260318,20260107,4,1,V,
472SR,2272,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2006,7,CA,4,US,20230407,20171206,20061229,4,1,V,
473AV,9095,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2023,7,AZ,4,US,20230506,20230506,20230220,4,1,V,
473BC,1658,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,,7,OH,C,US,20230915,20221115,20051026,4,1,V,
473BJ,3700,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2010,7,WY,S,US,20260223,20260223,20100607,4,1,V,
473CD,1564,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,4,TX,2,US,20230407,20111212,20050822,4,1,V,
473DA,1798,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2007,3,FL,7,US,20230922,20161221,20070619,4,1,V,
473DV,2073,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2010,7,WA,S,US,20230828,20230828,20101202,4,1,V,
473MB,9295,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,1,TX,2,US,20251230,20230914,20230622,4,1,V,
473MM,0107,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2019,4,DE,1,US,20230310,20220815,20190313,4,5,V,Y
473P,2244,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2021,7,FL,7,US,20250128,20250128,20210114,4,1,V,
474AV,9100,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2023,7,AZ,4,US,20230506,20230506,20230222,4,1,V,
474CD,1573,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,7,NY,1,US,20230614,20230614,20050823,4,1,V,
474DA,1799,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2007,3,FL,7,US,20230922,20161221,20070620,4,1,V,
474F,0617,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2024,7,NV,4,US,20260210,20260210,20241230,4,5,V,
474K,11152,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2026,7,TX,2,US,20260330,20260330,20260121,4,1,V,
474PD,4936,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2020,7,DE,1,US,20260108,20251202,20200812,4,1,V,
474RL,3820,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2011,3,MS,2,US,20230505,20150406,20111130,4,1,V,
474WY,11364,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2026,7,UT,S,US,20260729,20260729,20260430,4,1,V,
475AV,9118,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2023,7,AZ,4,US,20230526,20230518,20230316,4,1,V,
475CD,1574,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,7,WY,S,US,20240717,20240717,20050823,4,1,V,
475DA,1800,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2007,3,FL,7,US,20230922,20161221,20070620,4,1,V,
475DR,11202,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2026,7,PA,1,US,20260416,20260416,20260208,4,1,V,
475HL,1092,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2015,3,CA,4,US,20260511,20240512,20150728,4,1,V,
475KV,1155,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2001,1,PA,1,US,20250724,20250724,20011115,4,1,V,
476AV,9128,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2023,7,AZ,4,US,20230525,20230522,20230317,4,1,V,
476CR,0494,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2023,7,NE,3,US,20260403,20231215,20231024,4,5,V,
476DA,1818,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2007,3,FL,7,US,20230922,20161221,20070718,4,1,V,
476SR,2746,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2007,7,GA,7,US,20230414,20100825,20071016,4,1,V,
476TK,3667,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2010,7,TX,2,US,20230414,20210109,20100629,4,1,V,
476WG,0389,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2002,1,WA,S,US,20230519,20210624,20021119,4,1,V,
476Y,2624,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2007,7,MT,S,US,20250810,20250810,20070803,4,1,V,
477CR,0790,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,,8,MN,C,US,20260403,,,4,5,M,
477DA,1819,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2007,3,FL,7,US,20230922,20161221,20070725,4,1,V,
477ML,0246,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2011,1,MN,C,US,20230811,20160616,20111207,4,1,V,
477WW,4770,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2019,7,FL,7,US,20250502,20250502,20190306,4,1,V,
478AM,1866,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2019,7,FL,7,US,20260728,20260728,20190207,4,1,V,
478AV,9175,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2023,7,AZ,4,US,20230612,20230612,20230331,4,1,V,
478BC,2503,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2019,4,CO,S,US,20230304,20200721,20190624,4,1,V,
478C,0400,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2002,3,WA,S,US,20260225,20260225,20021123,4,1,V,
478CV,0478,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2023,7,MO,3,US,20241031,20241031,20230810,4,5,V,
478CZ,9478,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2023,7,LA,2,US,20231224,20231224,20231008,4,1,V,
478DA,1820,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2007,3,FL,7,US,20230922,20161221,20070726,4,1,V,
478G,1227,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,1,OR,S,US,20230728,20090114,20041217,4,1,V,
478JW,1826,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2018,7,AL,7,US,20250609,20231110,20181128,4,1,V,
478KM,4533,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2017,7,GA,7,US,20231119,20231119,20171009,4,1,V,
478MP,3470,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2009,7,VA,1,US,20250609,20231023,20090721,4,1,V,
478SE,1158,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,1,FL,7,US,20230414,20140219,20041105,4,1,V,
478SR,2009,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2006,7,IA,3,US,20230428,20150305,20060613,4,1,V,
4791C,1725,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2018,7,AR,2,US,20231127,20230315,20180523,4,1,V,
479AV,9180,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2023,7,AZ,4,US,20230612,20230612,20230331,4,1,V,
479BC,1073,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2015,7,AZ,4,US,20231230,20231230,20150629,4,1,V,
479BW,10317,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,WI,C,US,20260604,20260604,20241119,4,1,V,
479CV,0479,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2023,7,OK,2,US,20231027,20231027,20230816,4,5,V,
479DA,1821,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2007,3,FL,7,US,20230922,20161221,20070726,4,1,V,
479WW,11221,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2026,7,AR,2,US,20260430,20260430,20260218,4,1,V,
47AA,0772,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2026,7,OK,2,US,20260623,20260623,20260515,4,5,V,
47AL,10083,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,AL,7,US,20241002,20241002,20240706,4,1,V,
47AM,1054,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2000,7,CO,S,US,20240517,20231002,20000729,4,1,V,
47AW,10089,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,,7,LA,2,US,20240921,20240921,,4,1,V,
47CE,0672,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2025,7,FL,7,US,20250717,20250717,20250716,4,5,V,
47FA,0965,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,4,NC,1,US,20230707,20220124,20040608,4,1,V,
47GT,10893,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,FL,7,US,20251014,20251014,20250829,4,1,V,
47LG,1316,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,,1,TN,3,US,20250502,20250502,20160429,4,1,V,
47MA,11617,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,,8,MN,C,US,20260616,,,4,1,M,
47SA,9759,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2024,7,WY,S,US,20260520,20240222,20240121,4,1,V,
47SR,1418,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,,7,TX,2,US,20251024,20251024,20050428,4,1,V,
47TP,2037,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2010,3,TX,2,US,20250506,,20100302,4,1,V,
47VU,2445,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2018,7,GA,7,US,20260620,20260620,20180606,4,1,V,
47ZZ,2648,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2020,7,TX,2,US,20230505,20210420,20201120,4,1,V,
480AM,1570,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2017,7,AZ,4,US,20230707,20220129,20170719,4,1,V,
480DA,1822,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2007,3,FL,7,US,20230922,20161221,20070727,4,1,V,
480MB,2172,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2020,7,CA,4,US,20230421,20210217,20200923,4,1,V,
480PG,1887,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2008,1,CO,S,US,20260202,20251204,20200919,4,1,V,
480SU,9998,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2024,7,DE,1,US,20241008,20240823,20240623,4,1,V,
481CD,1488,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2005,1,FL,7,US,20250507,20230410,20050209,4,1,V,
481DA,1823,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2007,3,FL,7,US,20230922,20161221,20070727,4,1,V,
481FD,10481,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2025,8,MN,C,US,20250407,20250407,20250221,4,1,V,
481GJ,10302,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,WI,C,US,20241126,20241126,20241106,4,1,V,
481JK,11658,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,,8,MN,C,US,20260721,,,4,1,M,
481MW,10675,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,NV,4,US,20250804,20250804,20250610,4,1,V,
481RA,1643,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2006,5,MI,C,US,20230512,20200415,20060414,4,1,V,
482CD,1482,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,3,WY,S,US,20260129,20260129,20050616,4,1,V,
482DM,9832,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,FL,7,US,20240419,20240419,20240319,4,1,V,
482WT,1899,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2019,7,IA,3,US,20251008,20251008,20190403,4,1,V,
483AD,11616,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,,8,MN,C,US,20260609,,,4,1,M,
483AV,9325,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2023,7,AZ,4,US,20230830,20230830,20230710,4,1,V,
483C,0269,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2021,7,GA,7,US,20260519,20260519,20210518,4,5,V,
483DA,1825,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2007,7,DE,1,US,20230122,20200501,20070730,4,1,V,
483P,2579,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2007,7,PA,1,US,20240531,20240531,20070702,4,1,V,
483PG,1895,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2008,1,CO,S,US,20251204,20251204,20200920,4,1,V,
484CD,2589,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2020,7,NC,1,US,20241214,20200829,20200630,4,1,V,
484JS,8662,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2022,1,TX,2,US,20250123,20250123,20220610,4,1,V,
484KC,2752,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2007,7,OR,S,US,20240606,20240606,20071022,4,1,V,
484LA,11585,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,,8,MN,C,US,20260605,,,4,1,M,
484T,11042,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,TX,2,US,20260126,20260126,20251111,4,1,V,
4858M,1501,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2017,3,MT,S,US,20250418,20240119,20170223,4,1,V,
485AV,9311,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2023,7,AZ,4,US,20230816,20230815,20230624,4,1,V,
485DA,1830,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2007,3,FL,7,US,20230922,20161221,20070731,4,1,V,
485DL,2694,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2021,4,CO,S,US,20260107,20260107,20210220,4,1,V,
485DV,4473,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2017,7,NC,1,US,20240324,20240324,20170508,4,1,V,
485DW,9642,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,3,NY,1,US,20240123,20240123,20231222,4,1,V,
485EM,2277,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2021,7,CA,4,US,20230512,20210506,20210304,4,1,V,
485KB,2123,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2006,7,NH,E,US,20230818,20190711,20060906,4,1,V,
